age,gender,marital_status,education_level,annual_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,loan_term,num_of_open_accounts,total_credit_limit,delinquency_history,loan_paid_back
28,Female,Widowed,Bachelor's,20372.67,Unemployed,0.086,665,29118.45,Car,36,3,15963.91,3,0
59,Female,Married,Bachelor's,17973.74,Employed,0.189,606,17556.91,Car,36,6,31515.57,3,1
28,Male,Married,Master's,81462.1,Unemployed,0.243,724,29563.14,Education,60,9,71995.9,2,0
28,Male,Single,Bachelor's,16835.76,Employed,0.41,765,10661.76,Other,60,5,25658.62,1,1
75,Female,Married,High School,22949.21,Employed,0.247,614,14095.67,Debt consolidation,60,4,28715.43,1,1
54,Female,Single,Bachelor's,72745.23,Self-employed,0.144,773,13067.59,Other,60,4,58239.41,0,1
36,Male,Married,Master's,39351.49,Employed,0.522,731,16138.77,Home,36,3,59605.55,3,1
61,Male,Single,Other,41713.28,Unemployed,0.093,782,7315.83,Debt consolidation,36,2,52467.93,2,1
33,Female,Married,Bachelor's,21838.8,Employed,0.094,580,12632.93,Car,36,8,40668.63,1,1
43,Male,Single,Bachelor's,32157.71,Student,0.106,573,19078.28,Debt consolidation,36,7,49994.39,1,0
32,Female,Single,Master's,124831.18,Retired,0.151,720,16080.69,Business,36,1,72399.35,1,1
47,Female,Married,High School,69904.32,Employed,0.125,707,500,Car,36,5,76169.8,0,1
42,Male,Single,Master's,19326.49,Self-employed,0.337,666,15567.45,Debt consolidation,36,5,29157.39,3,0
52,Female,Single,Bachelor's,29285.67,Employed,0.052,695,14497.06,Debt consolidation,36,1,25625.49,3,1
69,Male,Single,High School,7590.08,Employed,0.142,762,23878.01,Other,60,2,9219.35,0,1
47,Male,Married,Bachelor's,55228.74,Employed,0.287,669,12196.86,Debt consolidation,36,6,87689.83,2,1
22,Female,Married,High School,19168.3,Self-employed,0.078,657,15868.41,Debt consolidation,60,6,33506.57,1,1
65,Female,Single,Bachelor's,47926.51,Employed,0.4,658,13469.33,Debt consolidation,60,3,61729.13,5,1
53,Male,Married,High School,35884.11,Employed,0.466,589,20699.54,Other,60,6,56534.91,0,0
46,Male,Married,High School,28472.43,Self-employed,0.175,620,23576.94,Car,60,4,32837.53,2,1
48,Male,Married,High School,31363.21,Retired,0.028,701,16354.26,Education,36,5,50610.83,1,1
39,Male,Single,Bachelor's,31373.25,Employed,0.304,692,18474.83,Other,36,5,51833,2,0
63,Female,Single,Bachelor's,18200.54,Unemployed,0.136,698,19417.49,Debt consolidation,36,4,28260.63,3,0
25,Female,Single,High School,60446.48,Employed,0.128,706,17478.78,Other,60,4,77081.69,1,1
53,Male,Married,Bachelor's,37505.4,Employed,0.048,655,18971.5,Other,60,4,53202.3,0,1
40,Male,Married,Master's,76393.02,Employed,0.119,686,22132.88,Debt consolidation,60,7,108581.16,4,1
50,Male,Married,PhD,13917.73,Employed,0.065,764,21024.89,Other,36,3,23171.79,0,1
65,Male,Single,Bachelor's,64782.54,Employed,0.176,744,500,Home,36,2,62739.89,5,1
28,Male,Single,Bachelor's,25930.04,Employed,0.048,587,15678.75,Car,36,4,37648.02,1,1
58,Male,Single,Bachelor's,27645.22,Employed,0.146,718,6330.68,Home,36,6,31268.28,0,0
37,Male,Single,High School,67195.01,Employed,0.416,699,10900.75,Car,60,5,65790.66,2,0
64,Female,Single,Other,71236.79,Employed,0.091,811,14723.58,Home,36,4,42094.15,1,1
21,Female,Single,Master's,90173.47,Employed,0.22,744,17060.39,Business,36,4,100076.11,4,1
23,Male,Married,High School,35465.78,Employed,0.033,755,18788.04,Education,36,7,29992.31,1,1
66,Female,Single,High School,31047.18,Employed,0.133,743,7699.71,Other,36,4,37357.3,1,1
46,Female,Married,Bachelor's,82475.14,Employed,0.152,543,1553.43,Debt consolidation,60,5,99603.32,2,1
51,Other,Married,Bachelor's,54532.25,Employed,0.153,619,5853.62,Car,60,4,73102.58,0,1
28,Female,Married,Bachelor's,42155.34,Retired,0.251,594,14392.89,Other,60,4,55458.78,2,1
63,Female,Divorced,Master's,10616.21,Unemployed,0.34,693,20607.69,Debt consolidation,36,3,10725.96,4,0
66,Female,Single,High School,29890.39,Unemployed,0.272,696,500,Debt consolidation,36,5,26043.32,2,0
28,Male,Single,Master's,27923.02,Employed,0.335,736,22540.89,Debt consolidation,36,4,27406.53,2,1
55,Female,Married,Other,30974.55,Employed,0.018,673,3950.25,Other,60,7,41309.95,0,1
59,Female,Single,High School,22439.1,Employed,0.18,720,11841.91,Business,36,5,30564.88,1,1
48,Female,Widowed,High School,28646.7,Employed,0.098,612,38180.19,Debt consolidation,60,3,32238.4,1,1
71,Female,Single,Other,88076.08,Employed,0.189,692,28310.37,Debt consolidation,36,2,54687.49,3,1
24,Male,Single,High School,63694.41,Unemployed,0.107,758,16585.16,Debt consolidation,60,1,54894.27,2,1
36,Female,Married,High School,47754.4,Employed,0.176,754,10432.99,Debt consolidation,36,3,51154.83,4,1
33,Male,Single,Master's,44534.14,Employed,0.119,727,14287.9,Home,36,8,36627.46,1,1
40,Female,Single,High School,19697.02,Employed,0.479,732,9132.63,Debt consolidation,60,3,27298.19,6,1
71,Female,Divorced,High School,49863.33,Employed,0.283,731,12308.18,Debt consolidation,60,5,44844.7,6,1
25,Female,Single,High School,50803.44,Employed,0.179,631,739.89,Business,36,10,77722.1,3,1
75,Female,Married,PhD,36485.4,Student,0.238,669,10910.73,Car,36,3,47855.73,0,0
57,Male,Single,Master's,16905.83,Unemployed,0.266,718,500,Debt consolidation,60,8,17281.72,0,0
40,Female,Single,Bachelor's,86056.1,Retired,0.234,572,500,Home,36,3,123041.83,1,1
44,Male,Single,Bachelor's,33331.25,Employed,0.135,674,21180.57,Education,60,11,60393.45,4,1
56,Female,Single,High School,46552.6,Employed,0.236,603,4403.26,Car,60,5,29370.07,6,1
54,Male,Single,Other,59118.98,Employed,0.203,700,500,Business,60,3,84127.85,1,1
65,Male,Widowed,Master's,14779.49,Employed,0.071,624,14250.64,Debt consolidation,36,8,27231.83,0,0
68,Female,Married,High School,90530.28,Self-employed,0.132,642,10134.49,Other,60,3,133074.11,1,0
74,Female,Married,Other,16881.69,Employed,0.373,703,14501.24,Debt consolidation,36,3,14695.33,1,1
54,Male,Single,Other,33258.1,Self-employed,0.157,783,13638.16,Debt consolidation,60,7,43185.74,1,1
39,Female,Single,Bachelor's,87143.18,Employed,0.194,699,5092.53,Debt consolidation,60,4,87488.28,2,1
37,Female,Married,Other,17454.84,Student,0.4,528,19393.93,Car,60,3,27012.82,2,0
25,Male,Married,High School,29799.32,Self-employed,0.084,726,14602.09,Other,36,8,49834.03,1,1
45,Female,Single,Master's,59252.61,Student,0.1,582,36616.05,Debt consolidation,60,6,61816.43,1,0
38,Male,Single,High School,77202.87,Employed,0.119,628,20642.09,Education,60,2,55296.94,3,1
75,Female,Single,Bachelor's,16429.22,Employed,0.193,705,22334.98,Debt consolidation,36,3,26796.33,1,1
73,Male,Single,PhD,18902.02,Employed,0.124,681,16154.81,Debt consolidation,36,8,32821.6,2,1
70,Female,Married,Bachelor's,31869.1,Employed,0.399,669,16553.87,Other,36,8,47026.73,3,1
28,Male,Single,Master's,52482.18,Employed,0.074,690,26262.02,Home,36,3,47967.2,3,1
47,Male,Single,High School,33208.04,Unemployed,0.244,678,11136.32,Business,36,5,48336.2,2,0
35,Female,Married,Bachelor's,36494.12,Self-employed,0.097,741,500,Debt consolidation,36,8,28140.09,4,1
65,Female,Single,High School,32740.03,Employed,0.202,693,17099.52,Business,36,4,22122.96,2,0
33,Female,Married,High School,39447.94,Employed,0.24,841,2605.04,Debt consolidation,36,4,55127.64,1,1
36,Female,Married,Bachelor's,44646.2,Employed,0.137,640,7576.73,Debt consolidation,36,8,72714.2,0,1
42,Female,Single,Bachelor's,50809.97,Employed,0.304,556,27820.33,Car,36,5,74329.35,2,1
40,Male,Married,Bachelor's,94778.62,Retired,0.107,692,17137.8,Education,36,4,115325.67,0,1
33,Male,Single,Bachelor's,45124.18,Employed,0.133,727,16834.94,Education,36,3,35688.58,1,1
40,Male,Single,Bachelor's,54039.85,Student,0.178,647,21327.11,Debt consolidation,60,1,63133.71,3,0
22,Male,Married,Bachelor's,57667.44,Employed,0.114,763,12542.78,Education,36,9,49544.47,2,1
55,Female,Married,High School,58827.76,Employed,0.342,760,29580.51,Car,36,5,70928.45,1,1
67,Male,Married,Bachelor's,44527.89,Employed,0.457,556,16018.4,Education,36,3,29374.12,6,1
75,Male,Married,Bachelor's,97512.05,Unemployed,0.177,754,13506.12,Car,36,5,63111.72,2,0
39,Male,Single,Bachelor's,11509.11,Employed,0.189,528,5977.21,Car,60,2,16837.33,3,0
65,Male,Married,Master's,34467.57,Employed,0.215,681,5843.73,Business,36,8,45442.82,4,1
57,Male,Married,Bachelor's,43997.32,Employed,0.218,723,31726.19,Home,36,5,57930.24,2,1
74,Female,Single,Other,25100.94,Employed,0.063,575,16667.23,Debt consolidation,60,3,19874.64,2,1
26,Male,Divorced,Other,85523.3,Self-employed,0.239,663,22651.24,Debt consolidation,60,5,109465.82,2,1
34,Female,Single,Master's,10548.47,Employed,0.144,609,32330.57,Debt consolidation,36,4,9411.18,0,1
24,Female,Married,Bachelor's,29017.25,Employed,0.052,764,10833.02,Business,36,8,40109.2,2,1
42,Female,Married,High School,12866.74,Employed,0.081,698,36242.26,Debt consolidation,60,1,7970.41,1,1
71,Female,Married,Master's,28345.1,Employed,0.086,698,10996.54,Car,60,6,34906.9,3,1
75,Female,Single,High School,22409.1,Student,0.111,664,9938.01,Education,36,2,34846.84,2,1
59,Female,Single,High School,43543.5,Student,0.069,821,22407.18,Car,60,9,72398.21,2,1
56,Male,Single,PhD,143533.14,Student,0.272,616,14387.08,Other,60,6,122506.61,1,0
54,Female,Married,Bachelor's,81216.42,Employed,0.17,669,27406.86,Business,36,4,66895.98,4,1
47,Male,Single,High School,15835.73,Self-employed,0.153,644,8518.58,Debt consolidation,36,9,20741.28,3,1
27,Male,Married,Other,48208.66,Unemployed,0.119,606,28503.33,Debt consolidation,36,3,73285.57,2,0
23,Male,Single,Master's,26718.15,Employed,0.209,605,13323.49,Home,36,4,36180.62,0,1
67,Female,Single,Bachelor's,61717.77,Employed,0.375,708,10462.5,Home,36,8,92710.34,5,1
53,Male,Single,Bachelor's,58015.69,Self-employed,0.054,621,500,Debt consolidation,60,1,79959.94,3,1
22,Female,Married,Bachelor's,84035.42,Employed,0.159,808,7018,Home,36,7,127131.9,4,1
62,Female,Married,Master's,95682.23,Employed,0.088,809,15095.46,Other,36,8,79445.97,0,1
36,Female,Single,Master's,67431.31,Employed,0.106,628,12039.77,Business,60,3,47078.86,2,1
45,Male,Single,High School,33081.23,Self-employed,0.099,636,500,Car,60,3,50563.98,1,1
35,Female,Widowed,Bachelor's,32690.78,Unemployed,0.133,561,15315.2,Education,36,6,29779.49,1,0
44,Male,Single,Bachelor's,16474.43,Employed,0.219,653,21976.9,Debt consolidation,36,2,24072.91,5,1
35,Male,Married,Master's,45823.69,Employed,0.176,754,12387.41,Debt consolidation,36,7,31223.22,3,1
51,Male,Married,Bachelor's,47867.88,Retired,0.313,706,15851.07,Other,60,2,43034.43,2,1
34,Female,Single,High School,12626,Employed,0.54,737,500,Car,36,4,17135.39,1,1
74,Female,Married,Bachelor's,71642.17,Employed,0.271,683,13781.76,Debt consolidation,60,3,84426.44,2,1
34,Female,Divorced,Master's,30669.57,Student,0.238,640,7004.78,Debt consolidation,36,2,31384.29,2,0
26,Female,Married,Master's,19288.57,Employed,0.283,620,500,Home,60,7,30877.14,3,1
34,Female,Married,High School,41035.91,Employed,0.47,709,4835.69,Home,36,8,40492.67,3,1
37,Male,Married,Bachelor's,15434.3,Employed,0.116,650,33994.28,Debt consolidation,36,6,14951.46,3,1
38,Male,Single,High School,24093.32,Employed,0.13,706,12426.17,Debt consolidation,60,3,34734.47,3,1
40,Female,Single,Bachelor's,21496.41,Employed,0.168,593,27540.04,Debt consolidation,60,6,29677.8,3,1
71,Female,Single,High School,21613.2,Employed,0.277,747,27082.19,Education,36,2,27655.19,2,0
37,Female,Divorced,Master's,19479.68,Retired,0.099,705,16602.09,Debt consolidation,36,7,28954.37,3,1
36,Male,Single,Bachelor's,31628.81,Employed,0.11,719,24398.68,Medical,36,3,38150.19,3,1
60,Female,Single,Other,60315.18,Employed,0.351,628,13512.8,Car,36,5,47607.46,1,1
59,Female,Single,PhD,19466.8,Employed,0.06,673,23354.43,Debt consolidation,36,2,12692.81,4,1
72,Male,Single,Bachelor's,24168.15,Student,0.153,687,9366.59,Medical,36,3,38935.55,1,0
52,Female,Single,Bachelor's,19562.31,Student,0.046,696,23291.93,Debt consolidation,36,3,25586.33,3,1
64,Male,Single,PhD,60862.38,Unemployed,0.148,688,17176.83,Other,60,6,42811.5,4,0
29,Male,Married,High School,28856.14,Self-employed,0.148,699,26322.95,Debt consolidation,60,7,44485.69,0,1
47,Male,Married,High School,45988.99,Employed,0.26,636,5184.73,Education,36,6,40464.57,5,0
66,Female,Married,Bachelor's,28146.46,Employed,0.195,698,9818.41,Business,36,5,39342.56,1,1
72,Female,Single,High School,88776.96,Retired,0.281,733,7071.69,Other,36,7,109390.04,0,1
53,Female,Married,Bachelor's,32794.33,Employed,0.327,645,3810.24,Education,60,4,40739.89,2,1
30,Female,Married,High School,70910.15,Employed,0.14,685,16783.48,Debt consolidation,36,2,88556.22,1,1
37,Male,Single,High School,62453.37,Employed,0.035,741,21693,Business,36,8,45046.23,1,1
69,Female,Single,Bachelor's,29573.66,Self-employed,0.062,681,20816.28,Medical,36,4,39753.57,3,1
69,Female,Married,Master's,23987.68,Employed,0.298,663,27773.05,Debt consolidation,36,7,32858.93,3,0
56,Female,Married,Bachelor's,27755.92,Employed,0.078,745,24914.2,Car,60,5,31369.84,2,1
37,Male,Single,High School,29850.31,Employed,0.138,533,9366.46,Education,36,6,24194.62,4,1
38,Female,Single,Bachelor's,83913.84,Employed,0.11,641,12731.96,Car,36,6,70558.41,1,1
72,Male,Married,High School,66014.03,Unemployed,0.156,654,29628.78,Debt consolidation,60,10,57116.34,1,0
43,Female,Married,Bachelor's,46100.16,Employed,0.059,732,17225.96,Business,36,7,41436.94,1,1
54,Female,Divorced,Master's,26408.81,Unemployed,0.102,560,16346.11,Home,36,4,42245.39,4,0
28,Female,Married,High School,21908.01,Employed,0.189,589,31152.22,Other,36,5,26872.51,2,1
33,Male,Single,High School,15146.76,Employed,0.075,685,32709.99,Debt consolidation,36,3,14850.64,2,1
43,Male,Married,Bachelor's,29462.38,Employed,0.045,678,20224.76,Debt consolidation,60,5,37471.85,2,1
74,Male,Single,Bachelor's,25719.57,Employed,0.117,640,12878.87,Home,36,7,31995.57,0,1
40,Female,Single,High School,77497.88,Employed,0.109,648,500,Home,36,2,44463.32,2,1
42,Female,Single,High School,49014.34,Employed,0.116,596,13862.48,Debt consolidation,36,6,31876.66,4,1
67,Female,Single,Bachelor's,35401.15,Unemployed,0.323,777,27702.98,Car,36,6,53090.57,5,0
72,Male,Married,Other,59294.66,Employed,0.124,753,9862.3,Home,60,6,52739.5,2,1
43,Male,Married,Master's,78138.17,Unemployed,0.513,558,16271.61,Education,36,5,92885.57,4,0
61,Male,Single,Bachelor's,32893.91,Unemployed,0.047,762,12322.26,Education,36,5,31508.88,2,1
55,Male,Married,Master's,32740.18,Employed,0.275,645,17093,Medical,36,8,28467.63,1,1
23,Female,Married,High School,15787.33,Employed,0.188,630,16518.91,Vacation,36,8,30598.62,2,1
54,Female,Married,High School,84106.75,Employed,0.225,737,14076.46,Debt consolidation,60,8,71929.16,0,1
53,Other,Married,High School,64737.68,Unemployed,0.374,637,12683.96,Other,36,2,98460.01,1,0
66,Male,Single,Bachelor's,26044.05,Employed,0.099,794,8608.81,Car,36,6,39209,0,1
37,Male,Married,PhD,64751.68,Employed,0.14,725,2023.63,Debt consolidation,60,3,45423.62,1,1
65,Male,Single,High School,8852.55,Employed,0.129,576,500,Home,36,0,7764.95,1,1
39,Female,Single,High School,27241.42,Unemployed,0.237,735,6914.7,Medical,60,6,45188.57,2,0
50,Female,Single,Master's,37483.39,Employed,0.239,659,13975.37,Vacation,36,5,32190.66,2,1
43,Male,Single,Bachelor's,43534.41,Employed,0.128,600,30853.54,Other,36,3,26893.54,0,1
35,Male,Married,Bachelor's,63085.53,Employed,0.129,667,9804.27,Car,36,4,46055.02,1,1
34,Female,Married,Bachelor's,21689.95,Employed,0.234,617,15282.38,Debt consolidation,36,10,30451.28,5,1
22,Female,Married,High School,50937.55,Student,0.135,635,14565.33,Education,36,2,55219.71,0,1
59,Male,Divorced,Master's,58763.14,Employed,0.272,734,1543.8,Business,60,5,51357.49,1,1
69,Female,Single,Bachelor's,31527.83,Retired,0.164,643,9294.96,Medical,36,3,45868.18,1,1
38,Male,Single,High School,27518.48,Unemployed,0.14,586,18461.1,Debt consolidation,36,2,24099.97,1,0
26,Female,Married,PhD,17426.93,Self-employed,0.08,615,500,Home,36,3,26778.62,2,1
52,Male,Married,High School,25419.14,Self-employed,0.186,638,4787.21,Education,60,12,39261.12,1,1
41,Male,Widowed,Bachelor's,10919.35,Self-employed,0.313,558,24493.7,Debt consolidation,36,8,19607.85,1,1
60,Male,Single,Bachelor's,32074.76,Employed,0.121,586,18307.38,Debt consolidation,60,4,36477.15,3,1
48,Male,Married,High School,38510.61,Unemployed,0.033,623,4605.92,Home,60,3,51052.61,1,0
47,Female,Married,High School,30366.07,Student,0.234,630,4036.83,Medical,36,3,38644.24,3,0
22,Female,Single,High School,27930.8,Employed,0.045,701,21028.37,Education,36,5,33675.43,2,1
53,Female,Married,Bachelor's,35044.66,Employed,0.265,663,12642.94,Debt consolidation,36,8,46145.19,3,1
36,Female,Single,High School,40797.52,Employed,0.073,784,23679.82,Medical,36,6,57229.13,2,1
59,Male,Single,Master's,50693.74,Self-employed,0.102,704,7080.23,Business,36,5,77053.17,3,1
42,Male,Married,High School,14832.39,Employed,0.194,635,24643.35,Education,36,4,21839.2,2,1
63,Female,Married,Master's,27663.31,Employed,0.107,613,20947.11,Debt consolidation,36,7,41682.49,4,1
67,Female,Married,High School,15007.3,Self-employed,0.07,685,25856.96,Debt consolidation,60,2,19034.87,3,1
33,Male,Married,High School,27454.41,Employed,0.154,647,26250.09,Other,36,2,29762.33,4,1
22,Male,Single,High School,67643.7,Employed,0.24,567,14315.3,Business,60,4,70404.21,5,1
34,Female,Single,Master's,41003.16,Student,0.119,636,20888.59,Car,36,5,55737.17,2,0
58,Male,Single,High School,28598.65,Employed,0.077,694,25324.64,Debt consolidation,60,4,42278.03,2,1
61,Female,Married,Bachelor's,23454.28,Employed,0.332,796,23350.34,Car,36,3,27519.58,3,1
48,Female,Married,High School,27172.2,Employed,0.16,826,10060.66,Car,60,7,44010.15,1,1
27,Male,Married,Bachelor's,25374.93,Employed,0.259,746,12577.91,Home,36,3,19217.06,0,1
38,Male,Divorced,Other,44376.54,Employed,0.095,538,19012.39,Debt consolidation,36,6,71760.38,5,1
61,Female,Married,Bachelor's,20930.57,Self-employed,0.044,676,33511.87,Debt consolidation,36,3,24287.83,2,1
75,Male,Married,Bachelor's,28002.74,Employed,0.046,589,16410.34,Home,60,3,41106.85,0,1
56,Male,Married,Bachelor's,24374.51,Employed,0.399,652,25826.94,Education,36,5,24581.02,4,1
61,Female,Married,Other,17864.8,Student,0.27,767,18102.49,Debt consolidation,36,7,26676.43,2,0
56,Female,Single,Master's,14432.55,Employed,0.225,648,17545.44,Debt consolidation,36,4,21279.06,2,1
64,Male,Single,High School,35358.51,Employed,0.178,609,11970.97,Other,36,2,44140.55,1,1
24,Female,Single,High School,16634.42,Unemployed,0.091,564,21545.28,Debt consolidation,36,2,19794.18,0,0
50,Female,Married,Bachelor's,34202.08,Employed,0.438,773,21809.3,Debt consolidation,60,5,32972.95,1,1
44,Male,Divorced,Bachelor's,64438.9,Employed,0.116,685,11630.01,Business,60,10,90908.73,1,1
40,Male,Single,High School,34764.6,Employed,0.249,727,9308.37,Other,36,5,43963.22,2,1
66,Female,Divorced,Bachelor's,31230.26,Employed,0.011,734,18054.98,Debt consolidation,60,7,50455.07,0,1
51,Male,Married,Bachelor's,14105.26,Employed,0.054,606,17621.98,Business,36,8,27138.82,1,0
44,Male,Married,Bachelor's,23794.64,Unemployed,0.334,647,16537.59,Debt consolidation,36,4,23289.36,4,0
27,Female,Married,Bachelor's,20734.42,Employed,0.331,783,12294.88,Medical,36,4,16476.28,3,1
46,Female,Married,PhD,24839.84,Employed,0.112,774,23602.46,Debt consolidation,60,4,32061.03,1,1
33,Female,Married,High School,37159.57,Employed,0.238,692,35553.32,Car,36,3,23029.6,1,1
74,Female,Single,Master's,51863.27,Employed,0.01,777,25747.13,Car,60,9,48378.36,3,1
28,Male,Single,High School,8589,Student,0.14,755,12671.44,Debt consolidation,36,3,8184.49,1,1
75,Male,Married,High School,74043.16,Unemployed,0.224,803,18501.82,Car,60,8,107779.5,1,0
25,Female,Single,Other,17271.7,Employed,0.091,717,26532.8,Debt consolidation,60,8,20168.78,0,1
64,Female,Married,Bachelor's,112689.1,Employed,0.205,583,3452.02,Debt consolidation,36,4,140974.83,1,1
33,Female,Married,Bachelor's,25786.67,Employed,0.44,650,14242.4,Debt consolidation,60,6,28808.21,5,1
49,Male,Married,Bachelor's,42493.97,Employed,0.338,791,19573.73,Business,60,8,41712.18,3,1
40,Female,Married,High School,37652.9,Employed,0.144,668,15278.48,Other,36,6,51766.72,1,1
34,Male,Widowed,Bachelor's,27654.18,Retired,0.026,615,9823.9,Education,60,3,34417.68,0,1
52,Male,Single,Bachelor's,61115.36,Self-employed,0.203,635,16693.62,Other,60,4,58114.45,3,1
